,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
0,3.3950868173702338,-0.7626464141707556,1.4079702878728915,-0.6705186348958647,1.4305523534283127,-2.0386530520407553,0.5494618806247819,0.05990175625115263,-1.457267351383182,1.9823473611722835,-1.0068139045152538,3.559379021436732,-0.15566002090635475,-0.5999623231091777,-0.7412673782671574,-2.3587876797028247,-0.10448035301086926,2.129082063007182,-0.5380642101678584,-0.5157058009257608,0.23168810979271692
1,-0.5161052257171334,0.6464274006749732,0.2216249527207327,-0.6705186348958647,-0.10467581965083535,-1.396488336619072,-0.7108289251908028,-1.0016939975905526,-0.5031820002533858,0.1666580647427757,-0.09095826551695443,-0.1166418372988201,0.27619485894785534,-0.5999623231091777,-0.7412673782671574,1.2903037241288295,-0.10448035301086926,-0.5615664483145363,-1.0837199492397547,-1.7368061404515578,-0.5820642980619584
2,-0.4633531172361862,-0.253561681065202,0.2216249527207327,-0.6705186348958647,-0.5148225619685489,-0.7543236211973885,-0.08722482404329895,-0.5144041433681306,-0.5031820002533858,-0.5600052075742632,0.8248973734813448,-0.5091757757478015,-0.37158746083345984,0.3251091342213786,-0.7412673782671574,-1.4465148287449112,-0.7978499684466372,-0.7739284544969665,-0.776788596011813,-1.7368061404515578,-0.8588344592570596
3,-0.01872820289677453,1.2055115272105366,1.4079702878728915,-0.6705186348958647,-0.12537129747420622,-1.396488336619072,0.4448010524601658,0.15126860391785676,0.4509033508764104,1.0270273791661497,-1.0068139045152538,-0.034963058187213875,0.4201464855659254,1.1180275262189985,1.3677148595009276,-0.5342419777869976,0.5888892624248987,0.21344540929969347,0.1440054636720118,-0.4180177737636971,0.12791133282982328
4,-1.6038034624909483,-0.7626464141707556,0.2216249527207327,-0.6705186348958647,-0.86288287081615,-0.11215890577570495,-0.08504439012320279,-0.8972747431143193,-0.5031820002533858,-0.7750975361801067,-1.0068139045152538,-1.3553044875156057,-1.8111037270141601,1.5891819330581638,-0.7412673782671574,-0.5342419777869976,-0.10448035301086926,-1.1767594765337412,-0.06061543847994929,-0.7110818552498883,-1.1235711351828086
5,-0.3553368951085325,-0.7626464141707556,-0.9647203824314261,-0.6705186348958647,-0.3981753233277313,-2.0386530520407553,-0.5538376829438787,-0.8276619067968305,-0.5031820002533858,-0.9107413470126206,-1.0068139045152538,-0.47983485509605944,-0.40757536748797735,-0.5999623231091777,-0.2005027019163663,-1.4465148287449112,-0.7978499684466372,-0.0886778572278876,-2.140927943691554,0.9984586200862273,-1.1596715909908655
6,0.754969388157117,-0.7626464141707556,0.2216249527207327,0.1882157571637515,0.8849443017212626,0.5300058096459785,-0.01745093860022161,1.2346183691087773,-0.5031820002533858,-0.05424757004160411,0.8248973734813448,0.7978432896089886,-0.80344234068767,-0.11731634537149617,2.1428108956037284,-0.5342419777869976,1.2822588778606667,0.9249675949624749,1.1671099744318172,1.0473026336672593,1.2220198804898668
7,-0.9632421452223044,0.5896099081408712,0.2216249527207327,-0.6705186348958647,-0.86288287081615,0.5300058096459785,0.4709662595013198,0.3209498924417359,-0.5031820002533858,-0.22670898667151468,0.8248973734813448,-0.1943556271331639,-0.7674544340331524,-0.5999623231091777,2.178861874027114,0.37803087317091605,-0.10448035301086926,-0.6184882231675588,-1.2201338840077287,-1.7368061404515578,-0.48579641590714046
8,3.1338382801312576,3.9304784691460672,1.4079702878728915,1.0469501492233677,3.080546358073427,0.5300058096459785,-0.5756420221448404,1.4913157030295174,0.4509033508764104,4.141506164316978,1.740753012479644,0.8560493321992012,3.1912152979637733,-0.5999623231091777,0.6647207802448993,-0.5342419777869976,2.6689981087322026,2.919419013851072,0.7919716538198885,0.5100184842759086,6.782428686781608
9,-1.5384913281812043,0.48961112128085177,-0.9647203824314261,-0.6705186348958647,-0.4132265799265465,0.5300058096459785,-0.5494768151036864,0.042498547171780414,-0.5031820002533858,-0.755719848918319,0.8248973734813448,-0.8121009565306517,-0.047696300942802236,-0.5999623231091777,0.34026197443442474,-0.5342419777869976,0.5888892624248987,-1.1198377016807186,1.0647995233558367,0.9007705929241636,-0.3919352308061931
10,0.47362480959206554,-0.7626464141707556,-0.9647203824314261,-0.6705186348958647,-0.86288287081615,-0.11215890577570495,1.7181744617963273,-0.01841268460602235,-1.457267351383182,-0.2712776673736264,0.8248973734813448,-0.9508755812348372,-0.875418153996705,-0.5999623231091777,3.602875521750864,-0.5342419777869976,0.5888892624248987,0.6337908235989367,1.1330064907398236,1.0473026336672593,0.33127723388187597
11,1.297562503961145,-0.7626464141707556,1.4079702878728915,-0.6705186348958647,-0.86288287081615,-0.11215890577570495,2.4333567875878703,0.251337056124247,-0.5031820002533858,0.36431047481301027,-1.0068139045152538,0.20214330059307994,1.8236748450921083,0.34234649056915295,-0.7412673782671574,0.37803087317091605,-0.7978499684466372,1.3518809063601438,0.10990197998001829,-0.46686178734472894,-0.5350735380851378
12,-0.39804098292644213,1.4600538937633134,0.2216249527207327,-0.6705186348958647,0.44281363913106675,0.5300058096459785,-0.6105289648663791,0.08600656987021095,0.4509033508764104,0.9514543988451777,0.8248973734813448,0.08509681712829276,-0.40757536748797735,1.3765878714356135,-0.7412673782671574,-0.5342419777869976,0.5888892624248987,-0.18500701467146416,0.8942821048958691,0.6565505250190042,0.5250163467184469
13,-0.6618015253311779,-0.7626464141707556,0.2216249527207327,1.0469501492233677,0.583919169744959,1.1721705250676622,-1.0226309757645546,-0.792855488638086,1.4049887020062066,-1.1471491316064306,-1.0068139045152538,-0.378648328740322,-0.11967211425183726,-0.5999623231091777,1.8544030682166397,-0.5342419777869976,-0.7978499684466372,-0.43458710441163984,-0.19702937324792336,-0.9064579095740158,-0.7023991507554807
14,-0.20461658516296924,-0.7626464141707556,-0.9647203824314261,-0.6705186348958647,-0.23073009366591246,-1.396488336619072,0.39683150621805013,-1.0016939975905526,-0.5031820002533858,-0.7944752234418944,-1.0068139045152538,0.22815363025192154,-0.40757536748797735,0.5836694794379937,1.6020462192529372,-0.5342419777869976,-0.10448035301086926,0.042680084740625915,-0.8449955633958001,-1.7368061404515578,-0.7481263947790191
15,0.3781686132932088,-0.7626464141707556,0.2216249527207327,-0.6705186348958647,0.8717744521972993,-2.0386530520407553,-0.375042101495993,-0.7667506750190277,1.4049887020062066,-0.34491287896841966,-1.0068139045152538,-0.2895153697874624,-0.047696300942802236,-0.5999623231091777,-0.7412673782671574,0.37803087317091605,-0.7978499684466372,0.5505974603522115,-0.5380642101678584,-1.3948980453843347,-0.43766247482973153
